-9.500,-0.3426,0.10705
-9.250,-0.3784,0.10671
-9.000,-0.4173,0.10641
-8.750,-0.3682,0.09949
-8.500,-0.3611,0.09726
-8.250,-0.3724,0.09561
-8.000,-0.4032,0.09481
-7.750,-0.4436,0.09403
-7.500,-0.4819,0.09082
-7.250,-0.4471,0.08830
-7.000,-0.4480,0.08640
-6.750,-0.4588,0.08412
-6.500,-0.4847,0.07929
-6.250,-0.4783,0.07718
-6.000,-0.4744,0.07516
-5.750,-0.4612,0.06965
-5.500,-0.4309,0.06730
-5.250,-0.3801,0.03672
-5.000,-0.3390,0.03524
-4.750,-0.2986,0.03253
-4.500,-0.2547,0.03033
-4.250,-0.2155,0.02874
-4.000,-0.1732,0.02773
-3.750,-0.1342,0.02656
-3.500,-0.0916,0.02579
-3.250,-0.0546,0.02511
-3.000,-0.0135,0.02457
-2.750,0.0233,0.02414
-2.500,0.0621,0.02363
-2.250,0.0998,0.02306
-2.000,0.1378,0.02248
-1.750,0.1759,0.02179
-1.500,0.2137,0.02102
-1.250,0.2473,0.02001
-1.000,0.3011,0.01877
-0.750,0.3304,0.01877
-0.500,0.3765,0.01838
-0.250,0.4028,0.01841
0.000,0.4335,0.01835
0.250,0.4720,0.01803
0.500,0.4988,0.01808
0.750,0.5348,0.01782
1.000,0.5631,0.01782
1.250,0.5902,0.01789
1.500,0.6265,0.01763
1.750,0.6506,0.01784
2.000,0.6774,0.01798
2.250,0.7110,0.01786
2.500,0.7347,0.01814
2.750,0.7611,0.01836
3.000,0.7929,0.01834
3.250,0.8161,0.01870
3.500,0.8423,0.01895
3.750,0.8728,0.01902
4.000,0.8957,0.01941
4.250,0.9217,0.01970
4.500,0.9513,0.01982
4.750,0.9739,0.02025
5.000,0.9995,0.02057
5.250,1.0286,0.02074
5.500,1.0508,0.02119
5.750,1.0755,0.02148
6.000,1.1016,0.02159
6.250,1.1279,0.02168
6.500,1.1534,0.02184
6.750,1.1757,0.02207
7.000,1.1987,0.02216
7.250,1.2212,0.02223
7.500,1.2409,0.02240
7.750,1.2594,0.02262
8.000,1.2769,0.02285
8.250,1.2933,0.02308
8.500,1.3086,0.02333
8.750,1.3197,0.02372
9.000,1.3281,0.02421
9.250,1.3316,0.02495
9.500,1.3276,0.02605
9.750,1.3204,0.02765
10.000,1.3127,0.02965
10.250,1.3077,0.03176
10.500,1.3074,0.03378
10.750,1.3110,0.03571
11.000,1.3189,0.03755
11.250,1.3289,0.03922
11.500,1.3439,0.04092
11.750,1.3595,0.04250
12.000,1.3787,0.04430
12.250,1.3912,0.04604
12.500,1.4202,0.04801
12.750,1.4239,0.05002
13.000,1.4319,0.05205
13.250,1.4604,0.05447
13.500,1.4540,0.05696
13.750,1.4507,0.05963
14.000,1.4512,0.06218
14.250,1.4783,0.06519
14.500,1.4597,0.06850
14.750,1.4404,0.07234
15.000,1.4201,0.07667
15.250,1.3983,0.08150
15.500,1.3742,0.08690
15.750,1.3474,0.09302
16.000,1.3171,0.10006
16.250,1.2836,0.10833
16.500,1.2473,0.11795
16.750,1.2101,0.12886
17.000,1.1753,0.14068
